編號,車位類別,車位價格,車位面積平方公尺
RPQOMLMKNHMFFBJ38CA,坡道平面,0,
RPXNMLPKNHMFFBJ66CA,坡道平面,0,
RPXNMLPKNHMFFBJ66CA,坡道平面,0,
RPTNMLNKNHMFFBJ68CA,坡道平面,1140000,28.58
RPXNMLLKNHMFFBJ88CA,坡道平面,0,
RPSNMLMKNHMFFBJ48CA,坡道平面,1300000,29.81
RPSNMLMKNHMFFBJ48CA,坡道平面,1300000,29.81
RPSNMLMKNHMFFBJ48CA,坡道平面,1300000,29.81
RPTNMLMKNHMFFBJ58CA,坡道平面,1400000,29.81
RPTNMLMKNHMFFBJ58CA,坡道平面,1400000,29.81
RPTNMLMKNHMFFBJ58CA,坡道平面,1400000,29.81
RPTNMLMKNHMFFBJ58CA,坡道平面,1400000,29.81
RPUNMLMKNHMFFBJ68CA,坡道平面,1800000,29.81
RPUNMLMKNHMFFBJ68CA,坡道平面,1800000,29.81
RPUNMLMKNHMFFBJ68CA,坡道平面,1800000,29.81
RPVNMLMKNHMFFBJ78CA,坡道平面,0,
RPVOMLLKNHMFFBJ78CA,坡道平面,0,
RPVOMLLKNHMFFBJ78CA,坡道平面,0,
RPVOMLOLNHMFFBJ56CA,坡道平面,1400000,29.87
RPVNMLOLNHMFFBJ09CA,坡道機械,0,50.85
RPRRMLLJOHMFFBJ68CA,坡道機械,0,
RPUOMLLJOHMFFBJ68CA,坡道平面,0,22.17
RPUOMLLJOHMFFBJ68CA,坡道平面,0,21.52
RPTOMLRKNHMFFBJ56CA,坡道平面,0,30.78
RPQNMLKLNHMFFBJ18CA,坡道平面,0,25.02
RPQNMLKLNHMFFBJ18CA,坡道平面,0,25.02
RPRNMLKLNHMFFBJ28CA,坡道平面,1100000,29.83
RPSNMLKLNHMFFBJ38CA,坡道平面,900000,29.83
RPTNMLKLNHMFFBJ48CA,坡道機械,500000,19.94
RPUNMLKLNHMFFBJ58CA,坡道機械,500000,19.94
RPVNMLKLNHMFFBJ68CA,坡道機械,500000,19.94
RPVPMLSKNHMFFBJ96CA,坡道平面,0,
RPVNMLQKNHMFFCJ66CA,坡道平面,0,
RPWNMLTKNHMFFCJ07CA,坡道機械,0,
RPRPMLQJOHMFFDJ56CA,一樓平面,0,
RPUNMLTKNHMFFBJ86DA,坡道平面,0,
RPSPMLQJOHMFFDJ66CA,一樓平面,0,
RPTPMLQJOHMFFDJ76CA,一樓平面,0,
RPUPMLQJOHMFFDJ86CA,一樓平面,0,
RPVPMLQJOHMFFDJ96CA,一樓平面,0,
RPWPMLQJOHMFFDJ07CA,一樓平面,0,
RPXPMLQJOHMFFDJ17CA,一樓平面,0,
RPOOMLTJOHMFFCJ98CA,坡道平面,0,
RPROMLSKNHMFFCJ56CA,坡道平面,0,
RPPOMLSKNHMFFBJ88CA,坡道平面,0,
RPUPMLQJOHMFFBJ66CA,坡道平面,0,30.00
RPVNMLTKNHMFFBJ86CA,坡道平面,1100000,30.60
RPVOMLPKNHMFFBJ56CA,坡道平面,0,26.10
RPVOMLPKNHMFFBJ56CA,坡道平面,0,30.19
RPVOMLPKNHMFFBJ56CA,坡道平面,0,30.19
RPVOMLPKNHMFFBJ56CA,坡道平面,0,30.19
RPVOMLPKNHMFFBJ56CA,坡道平面,0,30.19
RPRNMLTKNHMFFBJ09CA,升降機械,0,
RPVOMLSKNHMFFBJ86CA,坡道平面,0,
RPPQMLSKNHMFFBJ09CA,坡道機械,0,
RPRQMLSKNHMFFBJ66CA,坡道平面,1500000,36.29
RPRQMLSKNHMFFBJ66CA,坡道平面,1500000,36.29
RPSQMLSKNHMFFBJ76CA,坡道平面,1450000,36.29
RPSQMLSKNHMFFBJ76CA,坡道平面,1400000,36.29
RPTQMLSKNHMFFBJ86CA,坡道平面,1450000,36.29
RPSNMLRKNHMFFBJ98CA,坡道平面,0,35.56
RPUNMLRKNHMFFBJ56CA,坡道機械,0,
RPXOMLTJOHMFFCJ27CA,坡道平面,0,
RPPPMLTJOHMFFCJ56CA,坡道平面,0,
RPQPMLTJOHMFFCJ66CA,坡道平面,0,
RPQPMLTJOHMFFCJ66CA,坡道平面,0,
RPRPMLTJOHMFFCJ76CA,坡道平面,0,
RPTNMLKKOHMFFCJ58CA,坡道平面,0,
RPTNMLKKOHMFFCJ58CA,坡道平面,0,
RPUNMLKKOHMFFCJ68CA,坡道平面,0,
RPVNMLKKOHMFFCJ78CA,坡道平面,0,
RPWNMLKKOHMFFCJ88CA,坡道平面,0,
RPXNMLKKOHMFFCJ98CA,坡道平面,0,
RPOOMLKKOHMFFCJ18CA,坡道平面,0,
RPPOMLKKOHMFFCJ28CA,坡道平面,0,
RPQOMLKKOHMFFCJ38CA,坡道平面,0,
RPROMLKKOHMFFCJ48CA,坡道平面,0,
RPSOMLKKOHMFFCJ58CA,坡道平面,0,
RPTOMLKKOHMFFCJ68CA,坡道平面,0,
RPUOMLKKOHMFFCJ78CA,坡道平面,0,
RPVOMLKKOHMFFCJ88CA,坡道平面,0,
RPWOMLKKOHMFFCJ98CA,坡道平面,0,
RPXOMLKKOHMFFCJ09CA,坡道平面,0,
RPOPMLKKOHMFFCJ28CA,坡道平面,0,
RPOPMLKKOHMFFCJ28CA,坡道平面,0,
RPPPMLKKOHMFFCJ38CA,坡道平面,0,
RPQPMLKKOHMFFCJ48CA,坡道平面,0,
RPRPMLKKOHMFFCJ58CA,坡道平面,0,
RPTPMLKKOHMFFCJ78CA,坡道平面,0,
RPTPMLKKOHMFFCJ78CA,坡道平面,0,
RPUPMLKKOHMFFCJ88CA,坡道平面,0,
RPVPMLKKOHMFFCJ98CA,坡道平面,0,
RPWPMLKKOHMFFCJ09CA,坡道平面,0,
RPXPMLKKOHMFFCJ56CA,坡道平面,0,
RPOQMLKKOHMFFCJ38CA,坡道平面,0,
RPPQMLKKOHMFFCJ48CA,坡道平面,0,
RPQNMLLKOHMFFCJ38CA,坡道平面,0,
RPRNMLLKOHMFFCJ48CA,坡道平面,0,
RPSNMLLKOHMFFCJ58CA,坡道平面,0,
RPTNMLLKOHMFFCJ68CA,坡道平面,0,
RPUNMLLKOHMFFCJ78CA,坡道平面,0,
RPVNMLLKOHMFFCJ88CA,坡道平面,0,
RPVNMLLKOHMFFCJ88CA,坡道平面,0,
RPWNMLLKOHMFFCJ98CA,坡道平面,0,
RPXNMLLKOHMFFCJ09CA,坡道平面,0,
RPOOMLLKOHMFFCJ28CA,坡道平面,0,
RPPOMLLKOHMFFCJ38CA,坡道平面,0,
RPPOMLLKOHMFFCJ38CA,坡道平面,0,
RPQOMLLKOHMFFCJ48CA,坡道平面,0,
RPROMLLKOHMFFCJ58CA,坡道平面,0,
RPSOMLLKOHMFFCJ68CA,坡道平面,0,
RPTOMLLKOHMFFCJ78CA,坡道平面,0,
RPTOMLLKOHMFFCJ78CA,坡道平面,0,
RPUOMLLKOHMFFCJ88CA,坡道平面,0,
RPVOMLLKOHMFFCJ98CA,坡道平面,0,
RPWOMLLKOHMFFCJ09CA,坡道平面,0,
RPXOMLLKOHMFFCJ56CA,坡道平面,0,
RPOPMLLKOHMFFCJ38CA,坡道平面,0,
RPPPMLLKOHMFFCJ48CA,坡道平面,0,
RPQPMLLKOHMFFCJ58CA,坡道平面,0,
RPSPMLLKOHMFFCJ78CA,坡道平面,0,
RPTPMLLKOHMFFCJ88CA,坡道平面,0,
RPUPMLLKOHMFFCJ98CA,坡道平面,0,
RPVPMLLKOHMFFCJ09CA,坡道平面,0,
SPVPMLLKOHMFFCJ56CA,坡道平面,0,
RPWPMLLKOHMFFCJ56CA,坡道平面,0,
RPXPMLLKOHMFFCJ66CA,坡道平面,0,
RPXPMLLKOHMFFCJ66CA,坡道平面,0,
RPOQMLLKOHMFFCJ48CA,坡道平面,0,
RPPQMLLKOHMFFCJ58CA,坡道平面,0,
RPQQMLLKOHMFFCJ68CA,坡道平面,0,
RPRQMLLKOHMFFCJ78CA,坡道平面,0,
RPSQMLLKOHMFFCJ88CA,坡道平面,0,
RPSQMLLKOHMFFCJ88CA,坡道平面,0,
RPTQMLLKOHMFFCJ98CA,坡道平面,0,
RPWQMLLKOHMFFCJ66CA,坡道平面,0,
RPXQMLLKOHMFFCJ76CA,坡道平面,0,
RPOQMLQJOHMFFDJ98CA,一樓平面,0,
RPPPMLMKOHMFFCJ58CA,坡道平面,0,
RPRNMLMLNHMFFCJ58CA,坡道平面,0,
RPRNMLMLNHMFFCJ58CA,坡道平面,0,
RPUPMLRKNHMFFCJ86CA,坡道平面,0,
RPUOMLRKNHMFFBJ66CA,坡道機械,0,
RPVOMLRKNHMFFBJ76CA,坡道機械,0,
RPPPMLRKNHMFFBJ88CA,坡道平面,0,38.36
RPPPMLRKNHMFFBJ88CA,坡道平面,0,38.36
RPVNMLSKNHMFFBJ76CA,坡道平面,0,31.34
RPVNMLSKNHMFFBJ76CA,坡道平面,0,31.34
RPWNMLSKNHMFFBJ86CA,坡道平面,0,31.34
RPWNMLSKNHMFFBJ86CA,坡道平面,0,31.34
RPXNMLSKNHMFFBJ96CA,坡道平面,0,34.86
RPUQMLSKNHMFFBJ96CA,坡道平面,1200000,28.76
RPVQMLSKNHMFFBJ07CA,坡道平面,1150000,28.76
RPQQMLSKNHMFFBJ56CA,坡道平面,0,
RPUPMLSKNHMFFBJ86CA,坡道平面,0,20.87
RPXNMLKLNHMFFBJ88CA,坡道平面,0,
RPPOMLKLNHMFFBJ18CA,坡道平面,0,
RPPOMLKLNHMFFBJ18CA,坡道平面,0,
RPOOMLTKNHMFFBJ88CA,坡道平面,0,28.51
RPOOMLTKNHMFFBJ88CA,坡道平面,0,28.51
RPPOMLTKNHMFFBJ98CA,坡道機械,0,18.25
RPPOMLTKNHMFFBJ98CA,坡道機械,0,18.25
RPQOMLNLNHMFFBJ58CA,坡道平面,1000000,22.99
RPPPMLNLNHMFFBJ58CA,坡道平面,0,
RPPPMLNLNHMFFBJ58CA,坡道平面,0,
RPRNMLTLNHMFFBJ56CA,坡道平面,0,
RPPNMLKKOHMFFBJ08CA,坡道平面,0,25.02
RPPNMLKKOHMFFBJ08CA,坡道平面,0,25.02
RPQNMLKKOHMFFBJ18CA,坡道機械,0,
RPROMLMKOHMFFBJ58CA,坡道平面,0,
RPWQMLLJOHMFFBJ09CA,坡道平面,0,
RPWQMLLJOHMFFBJ09CA,坡道平面,0,
RPQOMLLMNHMFFBJ48CA,坡道平面,0,37.87
RPWPMLQLNHMFFBJ96CA,坡道平面,0,
RPWPMLQLNHMFFBJ96CA,坡道平面,0,
RPWOMLPKNHMFFBJ66CA,坡道平面,0,
RPWOMLPKNHMFFBJ66CA,坡道平面,0,
RPSOMLPKNHMFFBJ88CA,坡道平面,1200000,
RPSOMLPKNHMFFBJ88CA,坡道平面,1200000,
RPUOMLPKNHMFFBJ09CA,坡道平面,0,
RPUNMLQKNHMFFBJ09CA,坡道平面,1000000,33.24
