鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
安平區,建物,臺南市安平區永華路二段901~930號,0.0,,,,1060506,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0821018,197.24,3,2,3,有,有,無,17000,86,,0.0,0,,RPVOMLTJNHMFFAD98CC
中西區,建物,臺南市中西區永福路二段121~150號,0.0,,,,1060507,土地0建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0790305,50.82,1,1,1,有,無,有,6000,118,,0.0,0,,RPQPMLTJNHMFFAD58CC
東區,建物,臺南市東區中華東路二段151~180號,0.0,商,,,1060501,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0970229,43.63,1,1,1,有,無,有,8500,195,,0.0,0,,RPPNMLKKNHMFFCD67CC
南區,土地,鹽埕段1~30地號,960.0,商,,,1060501,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,410000,427,,0.0,0,,RPUNMLKKNHMFFCD18CC
安南區,房地(土地+建物),臺南市安南區敦安街61~90號,80.08,住,,,1060510,土地1建物1車位0,見其他登記事項,5,店面(店鋪),住商用,鋼筋混凝土造,0840616,228.19,4,2,4,有,無,有,13000,57,,0.0,0,,RPRNMLKKNHMFFBD77CC
中西區,房地(土地+建物),臺南市中西區中山路151~180號,432.93,商,,,1060428,土地1建物1車位0,一層,8,辦公商業大樓,住商用,鋼筋混凝土造,0681029,597.08,0,0,0,無,有,無,223200,374,,0.0,0,,RPTPMLLKNHMFFAD18CC
北區,房地(土地+建物),臺南市北區西門路四段451~480號,81.0,商,,,1060511,土地1建物1車位0,一層,4,店面(店鋪),住商用,鋼筋混凝土造,0710226,56.07,0,0,1,有,無,有,10000,178,,0.0,0,,RPUPMLLKNHMFFAD28CC
永康區,建物,臺南市永康區勝學路260巷1~30號,0.0,住,,,1060509,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0880426,73.6,3,2,2,有,有,有,17000,231,,0.0,0,1.合約書無填具土地租賃面積2.由所有權人提供出租資訊3.租金已包含車位,RPWOMLLKNHMFFHR87CC
新營區,房地(土地+建物),臺南市新營區太子路53巷6弄1~30號,7.45,住,,,1060507,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830207,33.54,3,2,2,有,無,有,6000,179,,0.0,0,,RPRNMLMKNHMFFAR66CC
仁德區,建物,臺南市仁德區文山路151~180號,86.25,住,,,1060412,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0931103,210.81,5,2,4,有,無,有,15000,71,,0.0,0,1.合約書無填具土地租賃面積. 2.由所有權人提供出租資訊,RPTNMLPKNHMFFFR67CC
永康區,房地(土地+建物),臺南市永康區忠義路31~60號,75.8,住,,,1060416,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0770321,216.56,4,2,3,有,無,無,18000,83,,0.0,0,,RPQNMLPKNHMFFHR57CC
永康區,房地(土地+建物),臺南市永康區中山東路301~330號,101.22,住,,,1060421,土地1建物1車位0,全,5,透天厝,住商用,鋼筋混凝土造,0850328,285.36,5,2,6,有,無,無,28000,98,,0.0,0,,RPRNMLPKNHMFFHR67CC
永康區,房地(土地+建物),臺南市永康區忠義街60巷1~30號,6.72,商,,,1060419,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0840331,48.14,1,0,1,有,有,無,7500,156,,0.0,0,,RPSNMLPKNHMFFHR77CC
中西區,土地,中正段781~810地號,36.01,住,,,1060513,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,8000,222,,0.0,0,,RPROMLPKNHMFFAD28CC
