編號,車位類別,車位價格,車位面積平方公尺
RPORMLTJNHMFFGL17CA,坡道平面,1250000,36.04
RPRNMLTKNHMFFGL17CA,坡道平面,1200000,26.15
RPPOMLMLNHMFFGL09CA,坡道機械,500000,
RPPOMLLMNHMFFGL09CA,坡道機械,0,
RPTNMLRKNHMFFGL17CA,坡道平面,1200000,31.77
RPPRMLTJNHMFFGL27CA,坡道平面,1250000,36.04
RPXQMLTJNHMFFGL97CA,坡道平面,1250000,36.04
RPRPMLSJNHMFFGL17CA,坡道平面,1400000,31.91
RPSNMLOKNHMFFGL76CA,坡道平面,0,
RPUNMLNLNHMFFHL07CA,坡道平面,1100000,36.41
RPTNMLMJNHMFFHL66CA,坡道機械,0,
RPQNMLNJNHMFFHL09CA,坡道平面,0,
RPSNMLMKNHMFFFL56DA,坡道機械,0,
RPOOMLMKNHMFFFL88DA,坡道機械,0,
RPTNMLMKNHMFFBB87DA,坡道機械,0,
RPUNMLLMNHMFFAB97DA,坡道平面,850000,
RPUNMLLMNHMFFAB97DA,坡道平面,850000,
RPUUMLPJNHMFFCB88CA,坡道平面,0,21.41
RPSSMLOJNHMFFCB38CA,坡道平面,1500000,29.47
RPSSMLOJNHMFFCB38CA,坡道平面,1500000,29.47
RPROMLNJNHMFFCB77CA,坡道平面,1300000,28.81
RPXRMLMJNHMFFCB58CA,坡道平面,0,
RPQOMLNLNHMFFBB77CA,坡道平面,0,24.68
RPTOMLSJNHMFFBB38CA,坡道平面,1200000,33.24
RPTQMLPJNHMFFBB28CA,坡道平面,0,31.09
RPVQMLPJNHMFFBB48CA,坡道平面,0,22.46
RPPNMLNJNHMFFBB37CA,坡道機械,0,
RPSNMLNJNHMFFBB67CA,坡道平面,0,25.81
RPVPMLQLNHMFFAB58CA,坡道平面,1250000,26.50
RPPOMLSKNHMFFAB97CA,坡道平面,1200000,23.86
RPQOMLSKNHMFFAB08CA,坡道平面,1200000,23.86
RPUOMLTKNHMFFAB58CA,坡道平面,0,23.86
RPVQMLQKNHMFFAB58CA,坡道平面,1000000,23.86
RPPQMLQKNHMFFAB97CA,坡道平面,0,23.86
RPPQMLQKNHMFFAB97CA,坡道平面,0,20.54
RPUNMLRKNHMFFAB28CA,坡道平面,1200000,23.86
RPOOMLRKNHMFFAB77CA,坡道平面,1100000,23.86
RPUOMLRKNHMFFAB38CA,坡道平面,0,23.86
RPPRMLMKNHMFFAB67CA,坡道平面,1300000,35.38
RPUOMLPJNHMFFAB08CA,坡道機械,0,11.60
SPROMLMKNHMFFAB67CA,坡道平面,1060000,18.96
RPSOMLMKNHMFFAB67CA,坡道平面,1200000,23.86
RPUOMLMKNHMFFAB87CA,坡道平面,1300000,23.86
RPVOMLMKNHMFFAB97CA,坡道平面,1100000,23.86
RPXOMLMKNHMFFAB18CA,坡道平面,1100000,23.86
RPPPMLMKNHMFFAB47CA,坡道平面,0,23.86
RPPPMLMKNHMFFAB47CA,坡道平面,0,23.86
RPSPMLMKNHMFFAB77CA,坡道平面,0,23.86
RPSPMLMKNHMFFAB77CA,坡道平面,0,20.54
RPXOMLLKNHMFFAB08CA,坡道平面,0,
RPSOMLLKNHMFFAB57CA,坡道平面,0,30.30
RPSOMLLKNHMFFAB57CA,坡道機械,0,15.11
RPSOMLLKNHMFFAB57CA,坡道機械,0,15.11
RPPPMLOJNHMFFAB57CA,坡道平面,0,17.05
RPPPMLOJNHMFFAB57CA,坡道平面,0,17.05
RPWOMLOJNHMFFAB18CA,坡道平面,0,28.17
RPWNMLOJNHMFFAB08CA,坡道平面,0,
RPQOMLMJNHMFFAL38CA,坡道平面,0,
RPORMLLJOHMFFCB67CA,坡道平面,0,
RPORMLLJOHMFFCB67CA,坡道平面,0,
RPXPMLLMNHMFFCB58CA,坡道平面,0,35.29
RPXPMLLMNHMFFCB58CA,坡道平面,0,35.29
RPROMLQLNHMFFCB28CA,坡道平面,0,39.74
RPROMLQLNHMFFCB28CA,坡道機械,0,19.87
RPROMLQLNHMFFCB28CA,坡道機械,0,19.87
RPRPMLLMNHMFFCB97CA,坡道平面,0,
RPSPMLLMNHMFFCB08CA,坡道平面,0,40.25
RPQPMLPLNHMFFCB18CA,坡道平面,0,37.40
RPQPMLPLNHMFFCB18CA,坡道平面,0,37.40
RPRPMLPLNHMFFCB28CA,坡道平面,0,37.40
RPWSMLSKNHMFFCB66CA,坡道平面,0,30.89
RPSPMLPKNHMFFCB28CA,坡道平面,800000,24.85
RPTPMLPKNHMFFCB38CA,坡道平面,800000,24.85
RPUPMLPKNHMFFCB48CA,坡道平面,800000,24.85
RPVPMLPKNHMFFCB58CA,坡道平面,800000,24.85
RPPVMLMKNHMFFCB28CA,坡道平面,0,16.55
RPPVMLMKNHMFFCB28CA,坡道平面,0,16.55
RPOSMLMKNHMFFCB87CA,升降機械,600000,
RPOQMLTJNHMFFCB28CA,坡道機械,800000,12.15
RPPNMLOJNHMFFCL58CA,坡道平面,0,
RPQPMLSKNHMFFAL56CA,坡道平面,0,
RPUOMLPKOHMFFCB48CA,坡道平面,0,23.24
RPOPMLMJOHMFFAL38CA,升降機械,0,17.86
RPPPMLMJOHMFFAL48CA,坡道平面,0,36.44
RPQPMLMJOHMFFAL58CA,坡道平面,0,36.44
RPSPMLMJOHMFFAL78CA,坡道平面,0,36.44
RPTPMLMJOHMFFAL88CA,坡道平面,0,36.44
RPUPMLMJOHMFFAL98CA,坡道平面,0,36.44
RPVPMLMJOHMFFAL09CA,坡道平面,0,36.44
RPWPMLMJOHMFFAL56CA,坡道平面,0,36.44
RPXPMLMJOHMFFAL66CA,升降機械,0,17.86
RPOQMLMJOHMFFAL48CA,升降機械,0,17.86
RPPQMLMJOHMFFAL58CA,升降機械,0,17.86
RPQQMLMJOHMFFAL68CA,升降機械,0,17.86
RPSQMLMJOHMFFAL88CA,坡道平面,0,36.44
RPTQMLMJOHMFFAL98CA,坡道平面,0,36.44
RPSNMLNJOHMFFAL68CA,坡道平面,0,36.44
RPPQMLLJOHMFFAL48CA,坡道平面,0,36.44
RPROMLMJOHMFFAL58CA,升降機械,0,17.86
RPSOMLMJOHMFFAL68CA,升降機械,0,17.86
RPTOMLMJOHMFFAL78CA,坡道平面,0,36.44
RPUOMLMJOHMFFAL88CA,升降機械,0,17.86
SPROMLKKNHMFFCL68CA,坡道平面,0,
RPWNMLKKNHMFFCB97CA,坡道平面,0,
RPWNMLKKNHMFFCB97CA,坡道平面,0,
RPVPMLKKNHMFFCB08CA,坡道機械,0,
RPRSMLSKNHMFFCB78CA,坡道平面,0,
RPPOMLNLNHMFFCB77CA,坡道機械,0,6.31
RPPOMLNLNHMFFCB77CA,坡道機械,0,6.31
RPTOMLPLNHMFFCB38CA,坡道平面,0,31.40
RPTOMLPLNHMFFCB38CA,坡道機械,0,15.51
RPTOMLPLNHMFFCB38CA,坡道機械,0,15.51
RPVOMLLJOHMFFCB08CA,坡道平面,0,
RPSQMLQLNHMFFCB58CA,坡道平面,1350000,29.77
RPSQMLQLNHMFFCB58CA,坡道平面,1350000,29.77
RPTQMLQLNHMFFCB68CA,坡道平面,1350000,29.77
RPUQMLQLNHMFFCB78CA,坡道平面,1385000,29.77
RPUQMLQLNHMFFCB78CA,坡道平面,1415000,29.77
RPUOMLQJOHMFFCB48CA,坡道平面,0,21.63
RPUOMLQJOHMFFCB48CA,坡道平面,0,21.63
RPXQMLNJNHMFFAB38CA,坡道機械,0,6.62
RPSPMLOJNHMFFAB87CA,坡道機械,0,
